Chr	Peak_pos	-log10(FDR-adjusted-pvalue)_Coverage_Genotype	-log10(FDR-adjusted-pvalue)_Coverage_Tissue	-log10(FDR-adjusted-pvalue)_Coverage_Interaction	Feature_type	Gene
chrX	609485	1.65892	13.9634	0.121743	intron	CG13366
chrX	610242	0.31752	13.513	1.06411	TTS	CG13366
chrX	617289	1.63241	19.6688	0.675291	5'UTR	CG13366
chrX	620282	0.363402	12.273	0.97282	promoter-TSS	lncRNA:CR45474
chrX	621377	0.410896	14.4813	0.0411331	promoter-TSS	Vsp37A
chrX	625380	0.130461	6.90307	0.883722	promoter-TSS	lncRNA:CR45475
chrX	629477	0.441191	12.3565	0.469022	promoter-TSS	RpL36
chrX	635962	0.187459	14.3148	0.363707	promoter-TSS	su(sable)
chrX	636186	0.4406	15.8508	0.275269	promoter-TSS	su(sable)
chrX	636524	0.738069	15.7227	0.299583	promoter-TSS	su(sable)
chrX	636920	0.369578	13.2835	0.698519	intron	su(sable)
chrX	644094	0.370398	8.23589	0.646878	promoter-TSS	CG13367
chrX	644925	0.572199	8.53604	0.184984	exon	CG13367
chrX	647094	0.687434	11.8764	0.34929	promoter-TSS	Roc1a
chrX	649066	0.646452	8.01455	1.01123	TTS	Roc1a
chrX	654824	0.00993805	11.8143	1.51076	intron	Hmt4-20
chrX	655229	0.147847	11.5695	1.56369	promoter-TSS	Hmt4-20
chrX	655544	0.274827	12.8065	0.947053	promoter-TSS	Hmt4-20
chrX	655959	0.176608	12.2839	1.23424	promoter-TSS	Hmt4-20
chrX	667387	0.179837	15.3582	0.366751	Intergenic	SkpA
chrX	672318	0.26983	14.2593	0.906827	Intergenic	sdk
chrX	678891	0.344159	6.18898	0.90826	Intergenic	sdk
chrX	686627	0.106654	11.8264	1.22534	promoter-TSS	sdk
chrX	687013	0.919615	16.4215	0.768295	5'UTR	sdk
chrX	687587	1.37198	17.8763	0.513908	5'UTR	sdk
chrX	689287	0.177659	17.7009	0.496206	intron	sdk
chrX	692963	0.408048	11.3729	2.24743	intron	sdk
chrX	693383	0.753962	15.5582	0.826715	intron	sdk
chrX	698056	0.916553	5.13848	1.19433	intron	sdk
chrX	698653	0.797721	9.85263	0.477949	intron	sdk
chrX	699296	0.182942	10.7502	0.910802	intron	sdk
chrX	707813	0.168385	10.5921	1.62469	intron	sdk
chrX	710205	0.479952	10.0524	4.2389	intron	sdk
chrX	711714	0.217627	14.134	1.14189	intron	sdk
chrX	715646	0.960524	7.9292	0.420429	intron	sdk
chrX	719327	0.276412	10.3878	1.90481	intron	CG5254
chrX	719584	0.180746	11.5941	1.67852	intron	CG5254
chrX	719786	0.576205	12.1205	0.702654	intron	CG5254
chrX	720078	0.551221	10.6137	0.962369	intron	CG5254
chrX	721043	0.185353	7.52356	1.92083	intron	CG5254
chrX	722809	0.0023729	7.66926	2.27823	intron	CG5254
chrX	723347	0.754354	8.69514	1.75258	intron	CG5254
chrX	723723	0.47599	8.64874	1.17501	intron	CG5254
chrX	724158	1.19938	7.99863	0.783583	intron	CG5254
chrX	724528	0.956161	8.08567	0.20755	intron	CG5254
chrX	724966	0.841604	5.70644	0.684697	intron	CG5254
chrX	729500	0.110751	12.6153	0.615511	intron	CG5254
chrX	730121	0.274465	7.35674	1.73388	intron	CG5254
chrX	732607	0.275233	7.92572	0.705526	intron	CG5254
chrX	739046	0.996419	2.27662	2.55238	intron	CG5254
chrX	739746	1.1953	4.01299	1.10463	intron	CG5254
chrX	747531	0.180561	9.11888	4.09079	exon	CG5254
chrX	747733	0.578372	9.04958	3.02562	3'UTR	CG5254
chrX	756166	0.0695517	15.7592	0.425714	promoter-TSS	CG5254
chrX	757106	0.338895	16.6524	0.360383	intron	CG5254
chrX	759317	0.39068	14.77	1.42312	promoter-TSS	CG5273
chrX	765304	0.0690324	13.0386	0.591055	promoter-TSS	lncRNA:CR44966
chrX	766830	0.100876	13.7972	1.59825	TTS	lncRNA:CR44966
chrX	767500	0.970303	15.6225	0.109996	Intergenic	lncRNA:CR44966
chrX	769965	0.24675	13.9864	2.56914	promoter-TSS	fz3
chrX	774554	0.203928	12.9717	0.513581	intron	fz3
chrX	775380	0.356995	16.5758	0.753964	intron	fz3
chrX	778990	0.657426	15.9354	0.902852	intron	fz3
chrX	779510	0.470883	17.0167	0.720118	intron	fz3
chrX	784110	0.299155	13.4692	1.60327	promoter-TSS	tw
chrX	784526	1.52013	16.9068	0.280183	promoter-TSS	tw
chrX	793158	0.33387	14.3953	0.563616	promoter-TSS	CG16989
chrX	796641	0.356483	17.3562	0.223802	TTS	CG16989
chrX	798112	0.614939	16.1881	0.350929	exon	Rbf
chrX	801614	0.281295	13.1414	1.05052	promoter-TSS	Rbf
chrX	806096	0.132568	10.8853	1.56444	promoter-TSS	Sec22
chrX	807522	0.30755	13.2731	0.421602	TTS	Sec22
chrX	808270	0.290625	12.0902	0.54592	TTS	Sec22
chrX	808571	0.499491	12.2416	0.705543	TTS	Sec22
chrX	836619	0.325797	9.96726	2.67713	promoter-TSS	CG43867
chrX	838611	0.36754	12.3687	0.456383	intron	CG43867
chrX	843741	0.625275	4.97575	0.61919	intron	CG14635
chrX	847442	0.52384	15.7514	0.441173	promoter-TSS	CG3713
chrX	854698	1.05	16.7082	0.040435	intron	CG3713
chrX	867799	0.915375	15.0407	0.404777	intron	CG14634
chrX	868511	0.826823	15.1079	0.802081	intron	CG14634
chrX	869163	0.444544	15.6767	0.687989	intron	CG14634
chrX	873686	0.324963	16.3721	0.528293	intron	CG11664
chrX	874984	0.588538	12.2744	2.1459	promoter-TSS	CG11664
chrX	884764	0.0634433	17.044	1.18027	promoter-TSS	CG43867
chrX	898530	0.101468	7.00116	0.957057	intron	CG43867
chrX	899547	0.236936	12.6938	0.976559	promoter-TSS	CG43867
chrX	901156	0.797214	16.6091	0.414407	intron	CG43867
chrX	902492	0.323033	17.1198	0.873318	intron	CG43867
chrX	909236	0.125353	12.0278	1.1296	promoter-TSS	CG43867
chrX	922081	2.21227	8.16504	0.92668	TTS	Lztr1
chrX	924140	0.0286348	15.9131	0.412093	3'UTR	Lztr1
chrX	927846	0.169676	13.0433	0.896605	promoter-TSS	CG43867
chrX	933177	0.593762	15.957	0.911246	promoter-TSS	CG32815
chrX	935544	0.245644	10.0708	1.50656	promoter-TSS	TRAM
chrX	940938	0.0949738	12.8206	1.09017	promoter-TSS	CG3704
chrX	945936	0.0940532	8.2363	4.616	promoter-TSS	CG3703
chrX	946192	0.132572	9.78508	3.42127	promoter-TSS	CG3703
chrX	949730	0.729709	8.73549	4.01288	intron	CG3690
chrX	974547	0.427765	14.5939	0.383212	Intergenic	lncRNA:CR45476
chrX	977798	0.507692	11.1568	1.43455	Intergenic	lncRNA:CR45476
chrX	978422	0.0944402	5.03201	2.88409	Intergenic	lncRNA:CR45476
chrX	982457	0.356995	10.2412	0.887127	Intergenic	CG18823
chrX	986197	0.00817563	13.2788	1.8754	Intergenic	CG18823
chrX	991902	0.296197	12.8082	0.277635	TTS	CG18823
chrX	992211	0.44879	9.96341	0.442257	Intergenic	CG18823
chrX	999921	0.0689134	11.2972	0.781638	Intergenic	CG18823
chrX	1006573	0.31752	11.294	0.287287	Intergenic	TfIIA-S-2
chrX	1009958	0.51577	9.42889	4.10102	Intergenic	TfIIA-S-2
chrX	1010339	0.433106	11.8824	2.09145	TTS	TfIIA-S-2
chrX	1023950	0.418314	15.2469	0.642439	intron	CG32814
chrX	1026760	0.64008	15.1351	0.563575	promoter-TSS	CG3021
chrX	1030642	0.349059	11.8458	0.696387	promoter-TSS	CDC45L
chrX	1031529	0.36854	9.9356	0.191443	promoter-TSS	CG14630
chrX	1033158	0.917054	13.2396	0.246412	promoter-TSS	su(w[a])
chrX	1041639	0.517132	12.259	0.635058	exon	CG42259
chrX	1043008	0.449695	17.3985	0.312394	exon	CG42259
chrX	1047110	0.27934	16.5724	0.568671	promoter-TSS	lncRNA:CR44779
chrX	1047927	0.989424	12.2619	0.343156	TTS	lncRNA:CR44779
chrX	1051407	0.228184	13.54	0.669062	promoter-TSS	CG14629
chrX	1054316	0.238805	15.8483	0.167078	intron	CG14629
chrX	1056656	0.17429	12.8385	1.73568	intron	CG14629
chrX	1058597	0.733881	17.4193	0.653959	intron	CG14629
chrX	1059892	0.0329431	12.5734	0.427695	intron	CG14629
chrX	1063282	0.115601	15.5789	1.0375	intron	CG14629
chrX	1072937	0.262131	11.4839	0.380939	TTS	CG3655
chrX	1078026	0.766942	15.8063	0.375426	intron	CG3655
chrX	1078307	0.150475	14.2937	0.307479	intron	CG3655
chrX	1079132	0.262803	3.4559	0.258372	intron	CG3655
chrX	1079576	0.417926	5.14628	1.10625	intron	CG3655
chrX	1079957	0.658785	6.82169	1.55813	intron	CG3655
chrX	1080781	0.427213	1.02613	1.14108	intron	CG3655
chrX	1082728	1.14227	10.3196	0.302116	promoter-TSS	CG3655
chrX	1083103	0.607227	9.36239	0.42889	promoter-TSS	CG3655
chrX	1083400	0.610354	10.3961	0.201864	promoter-TSS	CG3655
chrX	1084410	1.14183	14.9714	0.150063	non-coding	CG3655
chrX	1085707	0.0601301	14.5798	0.914316	non-coding	CG3655
chrX	1087124	0.93353	11.153	0.767142	non-coding	CG3655
chrX	1088007	0.829329	8.45324	1.57651	non-coding	CG3655
chrX	1090638	0.181476	9.04325	1.50511	intron	CG3655
chrX	1090983	0.235285	6.63216	1.84354	intron	CG3655
chrX	1091421	1.1556	7.75121	0.545642	intron	CG3655
chrX	1092854	0.0542987	9.06061	2.00857	intron	CG3655
chrX	1094671	0.802451	14.0471	0.893776	intron	CG3655
chrX	1096188	0.49936	9.54727	1.02307	intron	CG3655
chrX	1096509	0.269846	6.93132	3.14174	intron	CG3655
chrX	1098896	0.722869	10.9789	0.317145	intron	CG3655
chrX	1099875	0.34395	7.55774	2.47391	intron	CG3655
chrX	1100492	0.301011	10.8372	0.949374	intron	CG3655
chrX	1101862	0.548754	6.62822	1.79767	intron	CG3655
chrX	1107608	0.266175	10.6364	0.552956	intron	CG3655
chrX	1110477	0.367524	9.85031	0.895516	intron	CG3655
chrX	1111304	0.148211	8.5613	2.2736	intron	CG3655
chrX	1112926	0.469979	10.8093	1.32377	intron	CG3655
chrX	1122004	0.76442	13.1473	1.18104	intron	CG3655
chrX	1122433	0.497431	8.49961	0.552654	intron	CG3655
chrX	1122862	0.380994	7.6439	1.29851	intron	CG3655
chrX	1123161	0.604556	14.0568	1.25476	intron	CG3655
chrX	1126432	1.73574	13.0467	0.0739667	intron	CG3655
chrX	1126927	1.29002	13.0599	0.149305	intron	CG3655
chrX	1128330	0.268928	14.4345	1.44477	intron	CG3655
chrX	1129782	0.896307	11.6563	1.11131	intron	CG3655
chrX	1132077	0.0268435	14.9727	0.902465	intron	CG3655
chrX	1132983	0.207414	15.0569	1.08742	intron	CG3655
chrX	1133585	0.255705	12.3565	2.03442	intron	CG3655
chrX	1134701	0.977394	13.6855	0.482385	5'UTR	CG3655
chrX	1135120	0.164935	10.7586	1.20109	promoter-TSS	CG3655
chrX	1154133	0.107511	9.26671	1.58375	Intergenic	eIF4E7
chrX	1154502	0.745167	11.9193	0.405667	Intergenic	eIF4E7
chrX	1161889	0.698858	13.1387	0.979976	intron	eIF4E7
chrX	1162177	0.115219	12.3517	3.0107	intron	eIF4E7
chrX	1169917	0.093495	16.9535	1.03621	promoter-TSS	CG11378
chrX	1170215	0.138348	15.1387	1.64844	promoter-TSS	CG11378
chrX	1171199	0.219332	16.6768	0.790931	promoter-TSS	CG11378
chrX	1177870	0.276433	4.59108	2.94834	Intergenic	CG11384
chrX	1184732	0.946504	14.3387	0.488393	promoter-TSS	CG14626
chrX	1187126	1.7503	7.71245	2.35374	exon	CG14626
chrX	1189010	0.179264	13.0469	0.680026	TTS	CG11380
chrX	1191280	0.240101	14.459	0.882337	promoter-TSS	CG11380
chrX	1196426	0.39235	16.2986	0.229312	3'UTR	CG14625
chrX	1200983	0.297618	15.0023	1.24789	exon	CG14625
chrX	1205971	0.292602	11.3485	3.28543	promoter-TSS	CG14624
chrX	1206564	0.140715	12.6654	0.865884	promoter-TSS	CG14624
chrX	1208800	0.0343529	12.4025	1.38239	Intergenic	CG11382
chrX	1209667	0.690638	17.4452	0.549256	promoter-TSS	CG11382
chrX	1212492	0.19163	10.04	1.07372	TTS	CG11382
chrX	1213559	0.0237695	16.4278	1.03236	TTS	CG11398
chrX	1215087	0.287865	13.7524	0.403118	promoter-TSS	CG11398
chrX	1216606	1.23928	14.1722	0.0300196	TTS	CG11398
chrX	1218728	0.296392	14.3607	0.264602	3'UTR	CG11398
chrX	1220418	0.0189839	4.25732	1.0681	exon	CG11398
chrX	1224857	0.147166	14.4807	1.08321	intron	CG11398
chrX	1225932	0.507908	11.4983	1.04699	intron	CG3638
chrX	1227006	0.362915	11.4978	0.313471	intron	CG3638
chrX	1228748	0.159711	13.1953	0.976056	intron	CG3638
chrX	1229078	0.206463	11.823	0.753667	intron	CG3638
chrX	1229563	1.84013	10.8019	3.09918	intron	CG3638
chrX	1230517	0.594008	5.20481	0.508874	intron	CG3638
chrX	1232840	0.474571	11.1475	1.56839	intron	CG3638
chrX	1234147	0.261776	12.6573	1.25277	5'UTR	CG3638
chrX	1235445	0.306	10.2731	2.20336	promoter-TSS	CG3638
chrX	1236089	0.661731	6.30327	1.64581	TTS	CG3638
chrX	1236562	0.0807142	10.4381	0.742123	TTS	CG3638
chrX	1240037	0.107258	11.0712	0.318654	promoter-TSS	CG11403
chrX	1242233	0.032593	11.3451	0.737586	TTS	CG11403
chrX	1246908	0.1714	3.78538	0.766876	exon	CG11403
chrX	1248905	0.789264	12.9709	0.923836	intron	CG11403
chrX	1250426	0.305553	5.26119	3.48817	intron	CG11403
chrX	1252228	1.22441	10.7464	1.7214	intron	CG11403
chrX	1252742	1.04759	9.89396	0.645991	intron	CG11403
chrX	1253365	0.580639	12.0439	0.909983	intron	CG11403
chrX	1254886	0.584723	14.5595	0.802044	intron	CG11403
chrX	1255487	0.648945	11.9394	0.917183	intron	CG11403
chrX	1260408	0.421142	6.02214	1.01146	intron	Atf3
chrX	1260742	0.504698	8.05636	1.21579	intron	Atf3
chrX	1266368	0.147689	5.96255	1.01671	intron	Atf3
chrX	1266634	0.0110445	1.85278	2.81731	intron	Atf3
chrX	1267343	0.131087	1.74749	1.83472	intron	Atf3
chrX	1267788	0.246232	7.57016	1.63327	intron	Atf3
chrX	1269780	0.0892625	4.52628	3.58839	intron	Atf3
chrX	1270837	0.583718	11.2115	5.15481	intron	Atf3
chrX	1271170	0.394662	10.1783	3.41021	intron	Atf3
chrX	1275432	0.112031	9.39513	4.65386	promoter-TSS	Atf3
chrX	1276117	0.289652	11.9542	1.52205	promoter-TSS	Atf3
chrX	1276614	0.0758167	11.8058	2.02992	Intergenic	Atf3
chrX	1281724	0.506674	14.6287	0.541769	Intergenic	CG32812
chrX	1286827	0.40138	6.99879	9.86266	promoter-TSS	CG32812
chrX	1289140	0.602274	14.2569	0.889388	TTS	CG32812
chrX	1294728	0.0390622	11.8917	1.42564	promoter-TSS	DAAM
chrX	1296173	0.173005	7.95694	2.7244	intron	DAAM
chrX	1296830	0.188936	12.7515	1.11289	intron	CG32811
chrX	1299947	0.229669	10.3925	0.987599	non-coding	lncRNA:CR46248
chrX	1303103	0.121745	10.4341	1.33958	intron	DAAM
chrX	1304193	0.528982	13.0121	1.5768	5'UTR	DAAM
chrX	1308622	0.333863	10.5223	1.96995	promoter-TSS	DAAM
chrX	1313796	0.406946	11.0052	0.34939	intron	DAAM
chrX	1315068	0.296392	13.4021	1.29798	intron	DAAM
chrX	1315385	0.583718	12.7504	0.998499	intron	DAAM
chrX	1315846	0.563231	16.1304	0.118609	intron	DAAM
chrX	1320019	0.140052	13.9397	2.24141	intron	DAAM
chrX	1320686	0.496875	14.7891	2.22997	intron	DAAM
chrX	1321426	2.70786	5.77735	7.1898	intron	DAAM
chrX	1322230	0.172015	2.45699	6.85853	promoter-TSS	DAAM
chrX	1338194	1.11408	17.4834	0.0600005	promoter-TSS	CG11409
chrX	1339674	0.212084	16.941	0.204561	intron	CG11409
chrX	1342202	0.166829	8.46833	1.36241	promoter-TSS	Naa30A
chrX	1349446	0.8607	8.75036	0.563373	promoter-TSS	MTPAP
chrX	1350967	0.174035	14.3634	0.518849	exon	MTPAP
chrX	1353895	0.291119	12.4809	0.598218	promoter-TSS	CG12773
chrX	1370601	0.324963	10.2327	0.686376	promoter-TSS	ssx
chrX	1375112	0.510492	9.44037	1.00628	promoter-TSS	AMPKalpha
chrX	1375490	0.309715	7.77152	0.319529	promoter-TSS	AMPKalpha
chrX	1380325	0.01773	13.4997	0.259648	promoter-TSS	CG3719
chrX	1380667	0.592867	9.44314	0.386359	promoter-TSS	CG3719
chrX	1381249	0.189399	14.1082	1.29041	promoter-TSS	CG32813
chrX	1387665	1.56322	17.938	0.210912	promoter-TSS	CG32813
chrX	1388387	0.613524	13.6149	2.23771	promoter-TSS	CG32813
chrX	1393126	0.201007	13.7637	0.732156	promoter-TSS	Rilpl
chrX	1398358	0.502949	14.2989	0.757906	Intergenic	Rilpl
chrX	1399444	0.183736	8.25085	1.47528	Intergenic	Rilpl
chrX	1401704	0.998355	16.1699	0.349984	Intergenic	futsch
chrX	1409290	0.182942	15.7359	0.439942	5'UTR	futsch
chrX	1409561	0.0272367	18.5912	0.393287	5'UTR	futsch
chrX	1410278	0.233119	17.5444	0.305922	intron	futsch
chrX	1411464	0.366104	13.1918	1.13736	promoter-TSS	futsch
chrX	1417497	0.108386	11.5242	1.91614	intron	futsch
chrX	1423228	0.506303	17.4	0.220408	intron	futsch
chrX	1425369	0.13912	14.795	0.607098	intron	futsch
chrX	1426299	0.0407555	15.5036	0.780949	intron	futsch
chrX	1429956	1.83069	16.9988	0.0638227	intron	futsch
chrX	1432073	0.643282	16.2611	0.047554	intron	futsch
chrX	1450909	0.740302	5.77667	0.742729	3'UTR	Gr2a
chrX	1451788	0.950319	4.62469	3.07043	promoter-TSS	Gr2a
chrX	1454976	0.0541979	12.1593	1.5689	TTS	CG14785
chrX	1460817	0.408322	3.91036	0.621555	promoter-TSS	Lrpprc2
chrX	1462522	0.364353	14.1858	0.425018	promoter-TSS	CG14787
chrX	1464192	0.663342	8.96081	0.813479	promoter-TSS	Ns3
chrX	1466878	0.161641	14.3766	0.750798	promoter-TSS	CG14777
chrX	1470791	1.12839	13.1433	0.314066	promoter-TSS	pck
chrX	1471848	0.286817	0.679052	1.02175	promoter-TSS	CG14780
chrX	1472462	0.258402	6.65126	0.761382	promoter-TSS	CG14780
chrX	1476864	1.22217	11.1357	0.778346	promoter-TSS	Rab27
chrX	1482418	0.254776	14.7289	0.127963	TTS	snoRNA:M
chrX	1483314	0.409213	11.9225	0.852959	promoter-TSS	sta
chrX	1496199	0.634693	15.888	0.100765	promoter-TSS	Nmdar2
chrX	1507990	0.198957	17.1293	0.821219	promoter-TSS	Nmdar2
chrX	1508324	0.161325	17.255	0.90148	promoter-TSS	Nmdar2
chrX	1513146	0.693751	14.7456	0.16204	promoter-TSS	inc
chrX	1514126	3.29544	5.87091	1.24869	intron	inc
chrX	1514422	1.79117	9.26319	1.32149	intron	inc
chrX	1514977	0.740624	11.923	1.94378	exon	inc
chrX	1517128	1.71475	12.4644	4.41393	TTS	inc
chrX	1517648	2.7624	7.79634	5.41169	TTS	inc
chrX	1525140	0.962389	12.6294	2.21658	intron	inc
chrX	1535576	0.45238	17.8368	1.08879	intron	inc
chrX	1535863	0.0571316	16.7188	1.26651	intron	snmRNA:400
chrX	1543035	0.0665055	11.9541	3.9302	intron	snmRNA:400
chrX	1543363	0.412372	13.3961	2.06998	intron	snmRNA:400
chrX	1551829	2.05911	9.91068	0.149252	TTS	snmRNA:400
chrX	1552771	1.34247	10.5577	0.65609	exon	snmRNA:400
chrX	1553344	1.02824	10.0189	0.174146	exon	snmRNA:400
chrX	1554975	2.90217	9.06818	1.76686	exon	snmRNA:400
chrX	1560052	0.300722	15.671	4.12408	intron	snmRNA:400
chrX	1560440	0.937755	10.8319	0.893983	intron	snmRNA:400
chrX	1561283	0.629982	13.6562	0.860575	intron	snmRNA:400
chrX	1562332	0.222799	13.1798	2.65755	intron	snmRNA:400
chrX	1563356	0.575704	13.3696	0.730517	intron	snmRNA:400
chrX	1563649	0.898158	12.374	0.917419	intron	snmRNA:400
chrX	1564005	0.86992	7.78668	3.69796	intron	snmRNA:400
chrX	1565731	0.949893	16.4128	0.680224	intron	snmRNA:400
chrX	1565990	0.476815	15.419	1.23988	intron	snmRNA:400
chrX	1566385	0.429847	16.4793	0.714324	intron	snmRNA:400
chrX	1566932	0.722085	18.1316	0.596107	intron	br
chrX	1570487	1.08261	11.4089	0.876428	intron	br
chrX	1571731	0.13016	13.7027	0.501793	intron	br
chrX	1572034	0.622146	14.1465	0.80015	intron	br
chrX	1574202	0.163912	15.8344	1.16414	promoter-TSS	br
chrX	1574470	0.48738	14.8913	0.814823	promoter-TSS	br
chrX	1574804	1.19253	17.0725	0.3317	promoter-TSS	br
chrX	1578416	0.708217	13.9858	0.643594	intron	br
chrX	1580059	0.506784	9.45548	0.783431	intron	br
chrX	1580530	0.942765	12.8026	0.415586	intron	br
chrX	1580899	0.630977	11.4145	0.431088	intron	br
chrX	1581249	0.439167	8.65152	0.759717	intron	br
chrX	1583390	0.523767	10.6666	0.559812	intron	br
chrX	1584912	0.742533	10.3576	0.591477	intron	br
chrX	1587044	0.478456	14.134	0.25655	intron	br
chrX	1587726	0.705536	14.4193	0.497138	intron	br
chrX	1590264	0.486461	12.3902	1.09922	intron	br
chrX	1590720	0.350361	11.0242	1.24358	intron	br
chrX	1593707	0.642881	9.00814	0.100318	intron	br
chrX	1594083	0.400751	9.7604	0.346663	intron	br
chrX	1594448	0.477137	8.50501	0.620032	intron	br
chrX	1595823	0.198126	8.28265	0.627542	intron	br
chrX	1596410	0.718305	7.69185	0.878134	intron	br
chrX	1597097	1.18497	9.24361	1.32097	intron	br
chrX	1598364	0.549719	11.5921	0.0795391	intron	br
chrX	1599784	1.20327	11.8249	0.8004	intron	br
chrX	1600971	0.454177	8.4747	0.53553	intron	br
chrX	1602324	0.81274	11.1667	0.513754	intron	br
chrX	1603897	0.44099	10.9403	0.290347	intron	br
chrX	1606363	0.960826	14.8053	0.566998	intron	br
chrX	1606736	1.01739	13.3601	1.4116	intron	br
chrX	1607446	0.225433	16.5376	0.454654	intron	br
chrX	1608568	0.24257	15.7132	1.07394	promoter-TSS	br
chrX	1611294	0.327749	15.786	1.12125	intron	br
chrX	1611971	0.747786	16.1199	0.852973	promoter-TSS	br
chrX	1612427	0.762523	15.7373	0.983299	promoter-TSS	br
chrX	1612935	0.453251	13.7753	1.69101	promoter-TSS	br
chrX	1613408	0.554991	13.5915	1.41277	promoter-TSS	br
chrX	1614642	0.0708025	7.04401	0.821892	intron	br
chrX	1616479	0.77088	15.8133	0.569783	intron	Mur2B
chrX	1616909	1.27661	15.6897	0.57226	intron	Mur2B
chrX	1617232	0.730405	15.4316	0.376562	intron	Mur2B
chrX	1617817	0.753132	16.3139	0.403118	intron	Mur2B
chrX	1618158	1.41386	17.2859	0.0882859	promoter-TSS	Mur2B
chrX	1618923	0.484089	17.5271	0.27554	promoter-TSS	Mur2B
chrX	1619280	0.45652	17.0865	0.897159	intron	Mur2B
chrX	1620505	0.657304	15.8428	0.353548	intron	br
chrX	1622105	0.584183	13.989	2.07262	promoter-TSS	br
chrX	1623320	0.454092	12.7479	1.12474	intron	br
chrX	1625037	0.565528	12.018	0.496654	intron	br
chrX	1625405	0.730328	12.3651	1.02878	intron	br
chrX	1625803	0.145379	9.97615	2.69498	intron	br
chrX	1626840	0.014438	9.56071	3.35266	intron	br
chrX	1627150	0.36903	9.59222	1.60368	intron	br
chrX	1636124	0.806758	12.8838	0.811239	exon	br
chrX	1636740	0.381885	10.554	1.47637	exon	br
chrX	1637972	0.734565	15.553	0.116248	intron	br
chrX	1640211	0.376465	15.1754	0.377523	intron	br
chrX	1641356	0.705951	15.0715	0.041158	intron	br
chrX	1642132	0.0811648	12.1181	1.62343	intron	br
chrX	1643573	0.654195	11.0075	1.1596	exon	br
chrX	1643854	0.406253	9.06708	2.3308	3'UTR	br
chrX	1645581	1.28253	12.9326	0.174615	TTS	dor
chrX	1647793	0.677884	10.8424	1.11743	exon	dor
chrX	1648497	0.79522	13.4434	0.535215	exon	dor
chrX	1648800	1.3234	13.853	0.164225	exon	dor
chrX	1653993	1.15254	12.0353	0.231055	TTS	dor
chrX	1654534	1.00028	11.8108	0.649908	exon	dor
chrX	1656382	1.61913	14.9171	0.244383	intron	dor
chrX	1658957	1.71799	15.8585	0.0428606	exon	dor
chrX	1659254	0.5174	11.3699	1.35857	exon	dor
chrX	1660293	0.650888	11.9197	0.932022	3'UTR	dor
chrX	1664995	0.318342	6.83166	0.611764	promoter-TSS	dor
chrX	1669423	0.327306	14.9787	0.297003	promoter-TSS	CG3740
chrX	1669686	0.735595	14.8259	0.848296	promoter-TSS	hfw
chrX	1672572	0.16243	13.0491	0.471037	TTS	hfw
chrX	1674972	0.709806	7.42074	0.547583	TTS	hfw
chrX	1678980	0.519974	2.948	4.67442	intron	CG14797
chrX	1686431	1.22513	6.81537	0.43644	promoter-TSS	b6
chrX	1687987	1.10892	6.59962	0.2796	5'UTR	CG32809
chrX	1691820	0.705603	13.8427	1.51832	intron	CG32809
chrX	1692653	0.554632	12.3669	1.20719	promoter-TSS	CG32809
chrX	1693849	0.465501	15.8861	0.586466	TTS	CG14798
chrX	1695855	0.854232	16.3712	0.253195	promoter-TSS	a6
chrX	1706152	0.131999	15.4029	0.166204	Intergenic	CG3795
chrX	1723240	0.331917	7.11133	2.05755	Intergenic	CG3795
chrX	1734592	0.421541	16.3761	0.185276	Intergenic	Scgdelta
chrX	1735307	0.213316	16.1269	0.681606	TTS	Scgdelta
chrX	1754228	0.135819	14.5861	1.52679	promoter-TSS	Scgdelta
chrX	1772980	0.00324592	13.0142	0.903924	promoter-TSS	prage
chrX	1773415	0.00746575	13.0929	0.848091	promoter-TSS	prage
chrX	1773840	0.685457	16.104	0.265472	promoter-TSS	Adar
chrX	1774338	0.572945	13.0776	0.664453	promoter-TSS	Adar
chrX	1783209	0.131087	8.2262	0.813479	exon	mir-981
chrX	1784988	0.38073	12.0224	0.494823	TTS	mir-981
chrX	1788958	0.115057	8.04953	1.22571	promoter-TSS	mir-981
chrX	1790055	0.265548	10.0717	0.316881	exon	CG32806
chrX	1794158	0.0223704	16.3229	0.873626	intron	CG32806
chrX	1795461	0.252334	14.5632	0.114879	intron	CG32806
chrX	1796450	0.632618	10.0268	1.71221	intron	CG32806
chrX	1803027	0.708217	12.7241	0.760608	intron	CG32806
chrX	1806860	0.635275	6.72105	1.63086	intron	CG14810
chrX	1809873	0.0339295	12.9352	2.7655	intron	CG14810
chrX	1811392	0.230689	14.4869	1.07885	intron	CG14810
chrX	1819254	2.68697	15.4145	0.0482427	TTS	CG14810
chrX	1821188	0.363862	8.42692	2.25878	promoter-TSS	CG14810
chrX	1824706	0.0820385	16.4935	0.745312	promoter-TSS	prage
chrX	1825966	0.572734	2.54963	1.62753	exon	prage
chrX	1827050	0.034732	12.9385	1.33293	promoter-TSS	prage
chrX	1828364	1.17178	13.5256	0.658169	intron	prage
chrX	1828695	0.965756	11.653	1.09915	intron	prage
chrX	1831038	0.272912	16.9965	0.914681	promoter-TSS	prage
chrX	1835361	0.706259	14.4653	0.625467	intron	prage
chrX	1836165	0.0511483	14.8559	0.963535	intron	prage
