Chr Peak_pos -log10(FDR-adjusted-pvalue)_Coverage_Genotype -log10(FDR-adjusted-pvalue)_Coverage_Tissue -log10(FDR-adjusted-pvalue)_Coverage_Interaction Feautre_type Gene
chr3R 31331708 9.45038 5.1438 1.09661 intron lncRNA:CR46118
chr3R 31335374 11.6304 4.34389 1.13547 intron lncRNA:CR46118
chr3R 31336170 1.08553 9.55167 2.34937 intron lncRNA:CR46118
chr3R 31337272 2.41565 10.3184 0.783337 intron lncRNA:CR46118
chr3R 31338837 0.37153 9.40645 1.65399 intron lncRNA:CR46118
chr3R 31339992 0.239822 10.8094 0.910761 intron lncRNA:CR46118
chr3R 31340593 0.342968 8.27202 5.73504 intron lncRNA:CR46118
chr3R 31340965 1.02408 13.5559 2.35554 intron lncRNA:CR46118
chr3R 31342738 0.228376 10.2006 0.822237 intron lncRNA:CR46118
chr3R 31344255 0.390351 10.0058 2.23241 intron lncRNA:CR46118
chr3R 31346828 1.5736 10.5941 4.63761 promoter-TSS lncRNA:CR46118
chr3R 31347128 1.38799 11.0637 4.18679 intron lncRNA:CR46118
chr3R 31347404 1.52662 9.93963 6.27805 intron lncRNA:CR46118
chr3R 31350203 0.822384 7.76854 2.29038 intron lncRNA:CR46118
chr3R 31352403 0.380343 8.13303 1.75879 intron lncRNA:CR46118
chr3R 31352605 0.808198 7.46232 1.14002 intron lncRNA:CR46118
chr3R 31353070 0.713635 7.96415 1.05819 intron lncRNA:CR46118
chr3R 31353819 0.799234 2.94022 0.189442 intron lncRNA:CR46118
chr3R 31358644 0.505052 11.1942 1.1766 intron lncRNA:CR46118
chr3R 31362320 0.589986 2.26948 0.146931 intron lncRNA:CR46118
chr3R 31365296 0.0257967 9.89285 4.75915 exon gskt
chr3R 31370434 1.10493 14.9542 0.476769 intron gskt
chr3R 31370815 0.781959 12.6377 1.03106 3'-UTR
chr3R 31374708 4.79667 16.113 0.349388 3'-UTR
chr3R 31375385 4.66663 14.9361 0.476789 TTS gskt
chr3R 31376045 2.31016 14.4856 0.82102 Intergenic gskt
chr3R 31381288 1.09833 14.9212 2.7553 Intergenic gskt
chr3R 31381664 0.386973 17.5064 1.58624 promoter-TSS CG1607
chr3R 31384195 0.564831 11.8124 10.2682 promoter-TSS CG1607
chr3R 31391238 0.285642 5.73315 2.19278 promoter-TSS CG1607
chr3R 31392028 0.305896 8.79436 1.29802 TTS CG31204
chr3R 31395759 0.341287 4.48141 1.00125 TTS CG31204
chr3R 31404982 0.211244 2.02518 1.52313 promoter-TSS Gcn2
chr3R 31405336 1.05562 5.901 0.63386 promoter-TSS PNPase
chr3R 31409761 0.783769 20.574 1.70428 promoter-TSS Gprk2
chr3R 31410957 0.244519 1.41021 1.90398 intron PNPase
chr3R 31411263 0.389434 4.60348 1.87371 intron PNPase
chr3R 31412479 0.624643 8.66443 4.0662 intron PNPase
chr3R 31417112 13.8447 9.04106 0.25271 intron PNPase
chr3R 31417685 10.867 2.09574 2.22833 intron PNPase
chr3R 31418790 0.117393 12.9903 1.67532 intron PNPase
chr3R 31419776 0.502988 1.74557 0.955316 intron PNPase
chr3R 31420201 0.278329 4.74203 1.04157 intron PNPase
chr3R 31420806 0.440146 3.23835 1.21921 intron PNPase
chr3R 31421342 0.548263 4.89019 1.42301 intron PNPase
chr3R 31422202 0.404412 7.94657 2.46467 intron PNPase
chr3R 31424914 1.62006 11.0336 0.678382 intron PNPase
chr3R 31425179 1.24767 9.67012 0.773823 intron PNPase
chr3R 31425574 2.69236 10.8182 1.9202 intron PNPase
chr3R 31428458 0.441689 13.383 0.7514 intron PNPase
chr3R 31429336 0.145505 9.15069 3.68757 intron PNPase
chr3R 31430173 0.579006 14.0345 1.72939 intron PNPase
chr3R 31431773 0.775978 14.0062 0.784762 intron PNPase
chr3R 31432569 1.22603 14.5407 0.764669 intron PNPase
chr3R 31432823 0.81139 14.3113 1.82736 intron PNPase
chr3R 31436082 0.255533 3.8455 1.96118 intron Loxl1
chr3R 31436963 1.35701 5.73315 0.923649 intron Loxl1
chr3R 31437791 4.09143 3.83588 15.9426 intron Loxl1
chr3R 31440256 0.296422 10.5429 17.5601 intron Loxl1
chr3R 31440566 0.274764 10.2082 12.967 intron Loxl1
chr3R 31442021 0.0539659 11.2898 6.87024 intron Loxl1
chr3R 31442976 0.294423 7.8341 6.54689 intron Loxl1
chr3R 31444077 1.10821 3.43032 13.8125 intron Loxl1
chr3R 31444502 0.668217 7.69541 15.722 intron Loxl1
chr3R 31447134 0.576645 21.5501 0.131907 intron Loxl1
chr3R 31447769 0.20339 18.7446 0.552022 intron Loxl1
chr3R 31449708 0.347026 16.562 1.30529 intron Loxl1
chr3R 31454083 0.305911 17.0224 0.212233 intron Loxl1
chr3R 31454449 0.027885 12.5241 1.17842 exon Loxl1
chr3R 31455904 0.898051 14.2085 0.380965 exon Loxl1
chr3R 31458248 8.24449 17.5081 1.76014 exon Loxl1
chr3R 31458739 12.2201 11.5406 1.89943 TTS Loxl1
chr3R 31462900 0.182373 1.73204 1.11987 TTS Loxl1
chr3R 31468233 1.99604 14.9813 0.590392 promoter-TSS CG11334
chr3R 31468819 0.49771 17.0337 0.609219 promoter-TSS lncRNA:CR45554
chr3R 31470168 0.348696 16.6635 0.601897 promoter-TSS lncRNA:CR45554
chr3R 31470873 0.311925 15.2343 0.964871 TTS lncRNA:CR45554
chr3R 31471236 0.237882 12.8766 0.789412 TTS lncRNA:CR45554
chr3R 31473287 0.588267 10.7127 0.724954 Intergenic lncRNA:CR45555
chr3R 31476240 0.0740334 12.0395 1.83737 non-coding lncRNA:CR45555
chr3R 31477044 0.215922 10.5892 0.527533 Intergenic lncRNA:CR45555
chr3R 31481432 0.468588 12.5216 0.950316 Intergenic lncRNA:CR45555
chr3R 31485400 0.62064 10.8028 2.60857 Intergenic lncRNA:CR45555
chr3R 31485769 1.61733 11.1466 1.30015 Intergenic lncRNA:CR45572
chr3R 31487326 0.876555 14.4434 0.421604 Intergenic lncRNA:CR45572
chr3R 31492276 0.940419 11.4326 0.654593 Intergenic lncRNA:CR45572
chr3R 31493258 0.309877 12.3272 1.48015 non-coding lncRNA:CR45572
chr3R 31499176 0.985504 18.5744 0.811712 TTS lncRNA:CR45572
chr3R 31501107 0.662739 12.2694 1.53592 promoter-TSS mey
chr3R 31504055 1.36544 17.4709 0.415014 intron mey
chr3R 31504992 1.06381 21.384 0.431577 exon mey
chr3R 31505686 0.250587 20.3167 1.48046 exon mey
chr3R 31506161 0.728758 18.5424 0.625893 intron mey
chr3R 31508346 0.459768 16.033 2.52044 intron mey
chr3R 31509438 0.658391 12.9191 1.11038 Intergenic mey
chr3R 31510222 0.0167579 14.4012 2.32142 Intergenic mey
chr3R 31512531 0.714741 10.9376 2.05907 Intergenic mey
chr3R 31512853 0.618676 10.7828 1.68599 Intergenic lncRNA:CR45573
chr3R 31514893 0.263108 15.9441 1.21702 Intergenic lncRNA:CR45573
chr3R 31515714 1.18673 17.4916 0.0467204 Intergenic lncRNA:CR45573
chr3R 31519416 0.589535 14.5792 0.4244 Intergenic lncRNA:CR45573
chr3R 31524833 0.528882 12.9305 0.470484 TTS lncRNA:CR45573
chr3R 31525085 0.421897 14.2104 0.873545 Intergenic lncRNA:CR45573
chr3R 31525914 0.185899 12.5719 0.994589 Intergenic lncRNA:CR45573
chr3R 31526231 0.948146 11.4291 1.27079 Intergenic lncRNA:CR45573
chr3R 31527403 0.304364 8.1683 1.82885 Intergenic lncRNA:CR45573
chr3R 31527627 0.148182 9.83991 2.92012 Intergenic lncRNA:CR45573
chr3R 31528050 0.298936 19.0009 0.634029 Intergenic lncRNA:CR45573
chr3R 31530220 0.489691 8.17342 2.2538 Intergenic lncRNA:CR45573
chr3R 31531894 0.836779 11.0211 0.349439 Intergenic lncRNA:CR45573
chr3R 31537888 0.8393 10.3019 1.85322 Intergenic lncRNA:CR45573
chr3R 31539730 0.134593 15.9482 1.49031 Intergenic nyo
chr3R 31540664 0.223682 15.0067 3.70969 Intergenic nyo
chr3R 31543012 0.139297 20.9719 0.842888 Intergenic nyo
chr3R 31546481 0.190655 18.951 1.89214 promoter-TSS nyo
chr3R 31548574 0.590504 11.4045 2.40055 intron nyo
chr3R 31548811 0.347543 11.6167 3.89312 intron nyo
chr3R 31550135 0.573078 17.8835 0.782286 intron nyo
chr3R 31550558 0.392753 16.4503 2.85068 intron nyo
chr3R 31554492 0.615103 12.8584 1.50158 intron nyo
chr3R 31556185 0.520382 16.0668 0.534366 intron nyo
chr3R 31559224 0.431798 19.7852 1.29974 intron lncRNA:CR46120
chr3R 31559958 0.455708 17.9163 0.890459 intron lncRNA:CR46120
chr3R 31564244 0.668157 19.7582 0.393708 intron lncRNA:CR46120
chr3R 31566709 0.83047 10.2737 0.221928 intron lncRNA:CR46120
chr3R 31572175 0.317263 3.35031 1.49408 TTS lncRNA:CR46120
chr3R 31575349 0.252641 9.05544 0.701801 promoter-TSS gammaCOP
chr3R 31580603 0.137882 2.82612 0.464388 TTS gammaCOP
chr3R 31584741 0.645923 18.0919 0.345345 promoter-TSS pygo
chr3R 31588556 0.521704 13.6356 2.05817 exon rod
chr3R 31592744 0.105695 16.7926 0.545085 promoter-TSS CG1635
chr3R 31594230 0.215399 9.85059 1.41921 promoter-TSS CG1774
chr3R 31596313 0.198918 4.01751 1.76824 TTS CG1774
chr3R 31600056 0.272796 10.125 0.201214 promoter-TSS RpL6
chr3R 31601973 0.422093 7.00264 1.62107 intron RpL6
chr3R 31602329 0.222388 5.30985 0.38602 exon RpL6
chr3R 31602567 0.0668376 4.24712 1.53736 5'-UTR
chr3R 31602939 0.223975 8.29383 1.6074 5'-UTR
chr3R 31607001 0.777277 16.5451 3.27543 5'-UTR
chr3R 31608894 0.409979 0.0956102 1.16173 intron CycG
chr3R 31609306 0.270609 1.84559 1.03488 intron CycG
chr3R 31609691 0.16307 1.13706 0.61825 intron CycG
chr3R 31610894 0.360355 1.15154 1.25235 5'-UTR
chr3R 31611153 0.316247 2.94005 0.862359 promoter-TSS CycG
chr3R 31616197 2.76931 4.05204 0.459332 promoter-TSS Med
chr3R 31617984 0.411919 4.48022 1.56849 promoter-TSS CG11539
chr3R 31622077 2.53325 18.3229 0.798327 promoter-TSS pasha
chr3R 31627222 0.392702 4.94556 3.66385 promoter-TSS kek6
chr3R 31627472 0.63437 5.75016 3.42832 intron kek6
chr3R 31630987 0.562307 18.3537 0.390283 intron kek6
chr3R 31632749 0.406672 13.5175 1.25421 intron kek6
chr3R 31635294 0.71336 12.991 2.52236 intron kek6
chr3R 31636240 1.25785 17.7488 0.452193 intron kek6
chr3R 31637384 0.646136 18.4928 0.225718 intron kek6
chr3R 31639517 0.723331 13.5186 0.774574 intron kek6
chr3R 31644453 0.17552 18.1123 0.911565 intron kek6
chr3R 31645306 0.0969258 14.0689 2.85128 intron kek6
chr3R 31646355 0.0688821 13.746 2.69928 intron kek6
chr3R 31652749 1.12387 14.9184 0.938614 intron CG1815
chr3R 31654448 0.0714006 14.3484 2.17835 intron CG1815
chr3R 31657440 0.0262432 12.025 1.0371 intron CG1815
chr3R 31663082 0.969235 8.59149 6.75773 intron CG1815
chr3R 31665800 0.0899536 11.6753 3.24787 3'-UTR
chr3R 31669570 0.178322 8.70383 1.0935 Intergenic CG1815
chr3R 31673024 1.09074 15.37 4.58289 5'-UTR
chr3R 31678008 0.239823 11.129 2.10018 intron CG1815
chr3R 31678791 0.437557 6.69736 1.66145 TTS CG11550
chr3R 31680058 0.469798 18.8999 1.98064 TTS CG11550
chr3R 31681168 0.581101 21.056 0.403513 promoter-TSS CG11550
chr3R 31682601 0.534031 20.642 1.18152 promoter-TSS lncRNA:CR44091
chr3R 31687216 0.679023 18.1118 0.4397 Intergenic lncRNA:CR44091
chr3R 31689392 1.05824 22.956 0.429372 TTS lncRNA:CR45564
chr3R 31690404 0.608604 17.1257 0.824232 promoter-TSS lncRNA:CR45565
chr3R 31692092 9.05811 11.5442 1.7503 promoter-TSS lncRNA:CR45565
chr3R 31698388 1.72149 21.9404 1.06676 Intergenic lncRNA:CR45565
chr3R 31699100 1.36706 21.6506 0.070078 Intergenic lncRNA:CR45052
chr3R 31702080 1.0038 22.9678 0.305793 Intergenic lncRNA:CR45052
chr3R 31707561 0.334761 12.2103 1.66587 Intergenic lncRNA:CR45052
chr3R 31709305 1.12034 17.5568 3.77457 TTS CG42693
chr3R 31713634 0.943322 20.437 0.502885 promoter-TSS lncRNA:CR34046
chr3R 31715643 0.563146 19.8153 0.942741 promoter-TSS ttk
chr3R 31717480 0.674093 16.1715 0.884727 intron ttk
chr3R 31717750 0.150321 17.5142 0.896659 intron ttk
chr3R 31721960 0.70047 9.0416 0.426677 intron ttk
chr3R 31723811 0.53513 16.0684 1.17337 intron ttk
chr3R 31724911 1.09074 21.3725 0.547885 intron ttk
chr3R 31725372 1.66705 23.6862 0.345168 promoter-TSS ttk
chr3R 31734947 0.241112 13.8462 1.07494 promoter-TSS ttk
chr3R 31735720 0.660178 14.5759 0.561794 TTS CstF50
chr3R 31736922 0.220955 3.66794 1.35756 TTS CstF50
chr3R 31738706 0.182985 18.4274 1.64495 promoter-TSS CstF50
chr3R 31739411 0.108212 20.3066 1.48219 promoter-TSS eEF1alpha2
chr3R 31743633 0.441689 8.27234 0.701264 promoter-TSS eEF1alpha2
chr3R 31745875 0.578019 10.2963 0.896552 promoter-TSS CG1890
chr3R 31747829 0.598518 5.11498 0.50224 promoter-TSS awd
chr3R 31748166 0.958402 6.88424 0.567064 promoter-TSS CG1910
chr3R 31753554 5.66978 10.8105 0.51024 promoter-TSS CG1910
chr3R 31758814 0.423693 11.0492 2.24558 promoter-TSS mir-1014
chr3R 31762854 0.510659 10.1915 0.760916 promoter-TSS lncRNA:CR44263
chr3R 31764966 2.22473 14.1376 1.7092 TTS Smvt
chr3R 31765977 0.700272 14.4208 1.75536 promoter-TSS CG2150
chr3R 31766730 0.772803 10.0538 0.765915 Intergenic CG2150
chr3R 31766988 1.69605 11.7535 0.0863835 TTS lncRNA:CR43436
chr3R 31767840 0.744525 13.4662 4.02933 promoter-TSS lncRNA:CR43436
chr3R 31772034 0.232662 4.19242 0.998705 promoter-TSS lncRNA:CR43436
chr3R 31777146 0.579388 0.621857 0.710111 promoter-TSS sip3
chr3R 31777818 0.682215 11.6022 0.991937 promoter-TSS faf
chr3R 31794253 0.559896 6.63066 0.509674 intron faf
chr3R 31801171 0.0950035 8.14277 0.907746 promoter-TSS Acf
chr3R 31805447 0.887356 14.3584 2.25089 exon Ir100a
chr3R 31809868 0.246675 15.7966 1.40712 promoter-TSS CG1971
chr3R 31810118 0.311586 12.1101 2.40022 TTS Rift
chr3R 31810333 0.283357 2.26592 2.03991 promoter-TSS Rift
chr3R 31812407 0.655564 1.08859 2.06913 promoter-TSS Rift
chr3R 31812741 0.857117 11.1102 4.36993 promoter-TSS FeCH
chr3R 31813181 1.52385 17.7568 1.87859 promoter-TSS RhoGAP100F
chr3R 31821620 0.721058 3.76273 7.33834 promoter-TSS RhoGAP100F
chr3R 31822495 2.153 13.8087 2.57313 intron RhoGAP100F
chr3R 31824527 0.416578 16.2359 1.40662 intron RhoGAP100F
chr3R 31825769 0.347608 15.7153 2.15314 intron RhoGAP100F
chr3R 31837565 1.20303 6.32765 0.312994 promoter-TSS RhoGAP100F
chr3R 31837914 1.0958 10.6581 0.945585 TTS RhoGAP100F
chr3R 31840298 1.68302 0.602911 0.665851 TTS RhoGAP100F
chr3R 31841421 1.30456 5.48446 0.414432 exon RhoGAP100F
chr3R 31842446 0.43032 10.3369 2.63482 exon RhoGAP100F
chr3R 31844160 0.398392 6.30233 1.25354 3'-UTR
chrX 279105 2.56733 17.272 0.623574 3'-UTR
chrX 279407 2.33017 14.6533 1.68809 promoter-TSS ewg
chrX 281906 0.622862 17.0351 1.49506 promoter-TSS ewg
chrX 289236 1.35415 7.52855 1.89811 intron mir-980
chrX 292169 0.950631 6.61777 2.04959 exon CG13375
chrX 295225 1.18305 16.2362 1.53227 intron CG13375
chrX 296240 1.3321 13.2418 0.603056 promoter-TSS CG13375
chrX 300554 2.16576 5.51237 2.48485 intron CG13375
chrX 303087 5.21534 11.2761 2.00106 intron CG13375
chrX 306272 3.00466 13.649 0.540229 intron CG12470
chrX 311576 2.25764 10.0663 1.84313 intron CG12470
chrX 315123 0.960438 7.52511 4.25018 intron Or1a
chrX 319025 2.84688 4.24569 1.10538 promoter-TSS Or1a
chrX 322742 3.69857 2.74181 2.54664 intron Or1a
chrX 325247 0.385715 14.1379 2.0864 intron Or1a
chrX 330124 0.607729 14.1992 3.43376 intron CG32816
chrX 334909 1.40937 17.7464 1.33935 intron CG32816
chrX 337020 0.786611 9.70711 1.29012 promoter-TSS CG32816
chrX 340252 1.35544 16.8074 0.784918 intron CG3777
chrX 342644 0.908072 19.8704 1.54569 intron CG3777
chrX 342919 0.310081 17.4597 5.00505 promoter-TSS CG3777
chrX 345217 0.834315 11.6626 3.31573 promoter-TSS CG3777
chrX 347533 0.918243 12.0305 2.17382 intron CG3777
chrX 351046 4.36729 10.5912 0.541226 exon CG43181
chrX 356490 0.208644 12.0146 3.59721 TTS CG43181
chrX 361730 0.90799 15.3524 2.23525 promoter-TSS y
chrX 364158 1.38928 16.6797 0.795813 promoter-TSS lncRNA:yar
chrX 367049 1.11635 16.7182 1.45095 intron lncRNA:yar
chrX 367304 0.912996 14.6409 2.51265 TTS ac
chrX 369886 0.57622 16.7717 2.72426 TTS ac
chrX 372148 1.35114 14.3511 1.57465 promoter-TSS ac
chrX 374402 1.20663 17.3622 0.435228 intron ac
chrX 378505 0.703135 18.0689 0.785508 intron lncRNA:CR44751
chrX 379637 0.89811 13.7522 1.47829 TTS lncRNA:CR44751
chrX 384681 1.13427 11.3379 1.67913 intron lncRNA:CR44751
chrX 385027 0.960438 14.2973 1.63293 promoter-TSS lncRNA:CR44752
chrX 385882 1.10336 14.4224 1.37197 promoter-TSS lncRNA:CR44752
chrX 386190 1.47761 11.8894 3.091 non-coding lncRNA:CR44752
chrX 386841 0.94022 13.2141 3.12971 TTS lncRNA:CR44752
chrX 390156 1.59352 15.1827 2.25224 TTS lncRNA:CR44752
chrX 390553 1.42229 17.3591 0.359598 intron lncRNA:CR44753
chrX 395967 0.309364 19.3772 1.35887 intron lncRNA:CR44753
chrX 405989 1.31655 12.0983 3.69514 promoter-TSS sc
chrX 406495 1.01161 11.8173 5.71982 intronsc 
chrX 421989 1.95141 17.308 0.479511 intronsc 
chrX 422354 0.542709 15.9576 1.03349 intron CG32816
chrX 423678 0.924074 15.0429 1.1484 intron CG32816
chrX 425216 1.4291 13.6575 2.01294 intron CG32816
chrX 425728 1.60334 17.89 0.0343416 intron CG32816
chrX 428192 0.82826 14.591 2.24715 intron CG32816
chrX 429313 6.74056 2.80862 6.21639 promoter-TSS CG32816
chrX 429912 5.05014 7.49085 7.38677 intron CG32816
chrX 439672 0.761132 15.5522 0.908753 intron CG32816
chrX 441600 1.52684 17.236 0.776028 intron Pgcl
chrX 442448 0.975836 11.878 1.36856 intron Pgcl
chrX 444292 1.21449 17.1405 0.38989 intron Pgcl
chrX 444745 1.4993 13.9484 0.820012 intron Pgcl
chrX 445121 1.08599 12.6758 0.566183 intron Pgcl
chrX 445369 1.14379 13.7688 0.158495 intron Pgcl
chrX 445711 2.14025 16.347 1.19107 intron Pgcl
chrX 446218 1.04942 17.467 1.32112 intron Pgcl
chrX 448456 0.834455 17.2809 1.75507 intron Pgcl
chrX 449073 1.55256 15.7348 0.951867 intron Pgcl
chrX 449526 1.36175 13.5008 1.67667 intron Pgcl
chrX 457420 0.985767 13.4912 1.04019 intron ase
chrX 469520 1.22334 16.8394 0.351913 intron ase
chrX 470789 0.914987 14.6634 1.24989 promoter-TSS Cyp4g1
chrX 471439 1.25539 13.1139 0.363958 promoter-TSS CG32816
chrX 473012 1.31928 18.7567 0.391576 promoter-TSS CG32816
chrX 476457 2.68803 12.8034 1.68354 exon CG32816
chrX 477077 0.70047 16.2522 2.73814 promoter-TSS ebo
chrX 479383 0.732314 10.1377 5.77587 promoter-TSS CG13373
chrX 481900 1.19354 7.82362 6.29852 promoter-TSS CG32817
chrX 487704 1.09244 13.9741 0.240954 promoter-TSS CG3176
chrX 493737 0.333924 10.5006 1.5416 promoter-TSS CG18273
chrX 494907 0.844829 16.1013 1.07372 promoter-TSS CG17896
chrX 496581 1.11386 15.6436 1.30946 promoter-TSS CG17778
chrX 499738 0.592444 19.3784 1.07118 TTS svr
chrX 509688 0.404253 16.0075 0.167872 promoter-TSS svr
chrX 510209 0.181641 13.9265 0.971402 TTS arg
chrX 510722 0.941366 18.2083 0.495053 exon arg
chrX 511477 0.447316 14.3499 0.174564 3'-UTR
chrX 513704 0.781017 8.55227 0.984933 3'-UTR
chrX 514031 1.40907 11.6993 0.888901 3'-UTR
chrX 514502 0.805824 10.1414 1.33308 3'-UTR
chrX 520557 0.232946 17.8898 1.55744 3'-UTR
chrX 521610 0.133928 16.6263 0.753557 promoter-TSS elav
chrX 521825 0.164939 16.756 0.343554 5'-UTR
chrX 522907 0.102224 16.3665 1.36494 intron elav
chrX 523454 0.0894893 13.8945 1.07704 intron elav
chrX 530067 0.0257915 8.76423 2.79973 promoter-TSS elav
chrX 530742 0.366505 19.9197 1.50796 promoter-TSS CG4293
chrX 532270 3.05995 14.4061 2.1045 promoter-TSS Appl
chrX 540718 0.589305 20.1152 0.372368 intron Appl
chrX 541973 0.482694 22.4227 0.0756054 intron Appl
chrX 546644 0.339666 15.1219 1.48746 intron Appl
chrX 548418 0.403341 17.4869 0.111724 intron Appl
chrX 549044 0.340595 20.5661 0.522595 intron Appl
chrX 554376 1.34544 5.67109 2.61497 intron Appl
chrX 558591 3.8687 12.0025 0.838195 intron mir-4960
chrX 564233 11.7246 13.647 0.906311 intron mir-4960
chrX 565295 12.4952 16.7732 0.106272 intron mir-4960
chrX 569258 0.905555 17.8483 0.512291 intron mir-4960
chrX 570090 0.618676 17.4861 0.614767 promoter-TSS mir-4960
chrX 575136 1.5586 14.5895 0.435202 TTS mir-4960
chrX 575545 0.541812 12.7861 1.07312 intron mir-4960
chrX 576096 0.567528 14.0928 0.162638 exon mir-4960
chrX 576654 1.56704 16.8571 0.475027 3'-UTR
chrX 577107 0.66046 12.9461 1.18134 3'-UTR
chrX 579852 0.395096 13.1849 1.69989 3'-UTR
chrX 580706 1.69439 16.8998 0.326814 TTS vnd
chrX 582256 0.154812 10.6179 1.75803 Intergenic vnd
chrX 589208 0.274764 18.9042 0.29885 5'-UTR
chrX 590765 0.401956 18.8862 0.105222 intron vnd
chrX 599960 0.827524 14.7381 0.545615 promoter-TSS vnd
chrX 609485 1.58341 14.5248 0.232993 intron vnd
chrX 610242 0.308418 15.81 0.937937 intron CG13366
chrX 617289 1.79923 22.6542 0.983313 TTS CG13366
chrX 620282 0.398555 15.5426 0.477005 5'-UTR
chrX 621377 0.335785 14.9571 0.21316 promoter-TSS lncRNA:CR45474
chrX 625380 0.170565 7.59783 0.884896 promoter-TSS Vsp37A
chrX 629477 0.538668 13.1548 0.945856 promoter-TSS lncRNA:CR45475
chrX 635962 0.0892834 14.8763 0.932399 promoter-TSS RpL36
chrX 636186 0.247774 16.7372 0.706265 promoter-TSS 
chrX 636524 0.490729 16.0805 1.00442 promoter-TSS 
chrX 636920 0.338281 14.7063 0.986667 promoter-TSS 
chrX 644094 0.638354 8.3322 1.14419 intron 
chrX 644925 0.335785 7.49285 0.625367 promoter-TSS CG13367
chrX 647094 0.466189 12.1813 0.846512 exon CG13367
chrX 649066 0.344548 9.02806 1.52798 promoter-TSS Roc1a
chrX 654824 0.0071397 13.6864 1.8024 TTS Roc1a
chrX 655229 0.124203 13.5864 1.63905 intron Hmt4-20
chrX 655544 0.255267 15.0952 0.945551 promoter-TSS Hmt4-20
chrX 655959 0.130826 13.7371 1.66896 promoter-TSS Hmt4-20
chrX 667387 0.209217 18.2872 0.335757 promoter-TSS Hmt4-20
chrX 672318 0.662422 17.2442 0.848842 Intergenic SkpA
chrX 678891 0.366067 7.07865 0.78229 Intergenic sdk
chrX 685070 0.0585645 9.03961 1.07964 Intergenic sdk
chrX 686627 0.122219 14.2636 1.24094 Intergenic sdk
chrX 687013 1.06211 19.4909 0.731003 promoter-TSS sdk
chrX 687587 1.60922 21.0385 0.413393 5'-UTR
chrX 689287 0.213716 19.9311 0.612896 5'-UTR
chrX 692963 0.541886 13.9056 1.85865 intron sdk
chrX 693383 0.774086 17.8325 0.542619 intron sdk
chrX 698056 0.990171 6.50191 1.09611 intron sdk
chrX 698653 0.867701 11.7405 0.393596 intron sdk
chrX 699296 0.263551 13.1161 0.626074 intron sdk
chrX 701745 0.0442892 11.1925 1.08928 intron sdk
chrX 702236 3.78915 7.67975 1.81981 intron sdk
chrX 703292 0.622019 9.49564 3.1174 intron sdk
chrX 704164 3.60064 4.3572 2.17862 intron sdk
chrX 704562 1.42699 9.69529 1.32171 intron sdk
chrX 706714 0.278839 12.1692 2.52348 intron sdk
chrX 707207 0.227953 13.5946 3.78654 intron sdk
chrX 707813 0.175244 12.7465 1.67124 intron sdk
chrX 710205 0.596565 12.4082 4.14455 intron sdk
chrX 711714 0.209201 16.9188 1.08997 intron sdk
chrX 713080 0.711412 2.01167 3.3444 intron sdk
chrX 713580 0.813659 8.96458 0.914445 intron sdk
chrX 715327 0.330964 8.60801 0.73648 intron sdk
chrX 715646 0.552135 7.70495 1.26325 intron sdk
chrX 719327 0.230841 11.9788 1.93875 intron sdk
chrX 719584 0.146881 12.3595 2.36647 intron CG5254
chrX 719786 0.488078 13.3869 0.991949 intron CG5254
chrX 720078 0.775694 12.5748 0.838333 intron CG5254
chrX 721043 0.159336 9.17234 1.7907 intron CG5254
chrX 722809 0.000990097 8.99918 2.52193 intron CG5254
chrX 723347 0.780821 9.57175 2.12923 intron CG5254
chrX 723723 0.408333 9.36564 1.35386 intron CG5254
chrX 724158 1.39104 9.53957 0.708393 intron CG5254
chrX 724528 0.877371 8.799 0.269377 intron CG5254
chrX 724966 1.26227 6.6719 0.7856 intron CG5254
chrX 729500 0.0673831 14.7021 0.887225 intron CG5254
chrX 730121 0.271873 8.41441 1.58275 intron CG5254
chrX 732607 0.33371 9.85868 0.622978 intron CG5254
chrX 739046 1.2463 2.56384 2.28364 intron CG5254
